Format Version,1.23,Take Name,Take 2022-08-26 02.51.36 PM_001,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2022-08-26 03.00.43.720 午後,Capture Start Frame,705311,Total Frames in Take,8079,Total Exported Frames,8079,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Jishinki_kanshi:TIP,Jishinki_kanshi:TIP,Jishinki_kanshi:TIP,Rarm:RELB,Rarm:RELB,Rarm:RELB,Rarm:RHND,Rarm:RHND,Rarm:RHND,Rarm:RSHD,Rarm:RSHD,Rarm:RSHD,Rarm:RWRIST,Rarm:RWRIST,Rarm:RWRIST
,ID,"FF552985250C11ED961F9A4979EC0398","FF552985250C11ED961F9A4979EC0398","FF552985250C11ED961F9A4979EC0398","6C25766250D11ED961F9A4979EC0398","6C25766250D11ED961F9A4979EC0398","6C25766250D11ED961F9A4979EC0398","6C25768250D11ED961F9A4979EC0398","6C25768250D11ED961F9A4979EC0398","6C25768250D11ED961F9A4979EC0398","6C25765250D11ED961F9A4979EC0398","6C25765250D11ED961F9A4979EC0398","6C25765250D11ED961F9A4979EC0398","6C25767250D11ED961F9A4979EC0398","6C25767250D11ED961F9A4979EC0398","6C25767250D11ED961F9A4979EC0398"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
27,0.112500,0.197930,0.065084,0.229278,-0.335370,0.447356,0.457831,-0.049479,0.346580,0.359295,-0.355830,0.635729,0.343914,-0.099102,0.367077,0.368133
28,0.116667,0.197924,0.065100,0.229299,-0.335369,0.447372,0.457854,-0.049489,0.346608,0.359275,-0.355835,0.635733,0.343919,-0.099112,0.367111,0.368127
29,0.120833,0.197917,0.065121,0.229316,-0.335376,0.447389,0.457870,-0.049497,0.346641,0.359254,-0.355837,0.635743,0.343926,-0.099126,0.367146,0.368122
30,0.125000,0.197908,0.065139,0.229325,-0.335379,0.447409,0.457890,-0.049503,0.346667,0.359232,-0.355837,0.635748,0.343937,-0.099132,0.367179,0.368116
31,0.129167,0.197891,0.065156,0.229325,-0.335381,0.447429,0.457905,-0.049516,0.346692,0.359213,-0.355837,0.635760,0.343943,-0.099140,0.367209,0.368111
32,0.133333,0.197875,0.065177,0.229322,-0.335389,0.447445,0.457919,-0.049526,0.346715,0.359193,-0.355838,0.635765,0.343948,-0.099143,0.367240,0.368098
33,0.137500,0.197863,0.065193,0.229328,-0.335384,0.447463,0.457939,-0.049536,0.346736,0.359175,-0.355838,0.635773,0.343956,-0.099149,0.367265,0.368093
34,0.141667,0.197849,0.065208,0.229328,-0.335385,0.447482,0.457960,-0.049542,0.346759,0.359166,-0.355836,0.635784,0.343962,-0.099155,0.367291,0.368089
35,0.145833,0.197839,0.065230,0.229319,-0.335378,0.447503,0.457981,-0.049547,0.346777,0.359154,-0.355835,0.635788,0.343974,-0.099157,0.367314,0.368082
36,0.150000,0.197826,0.065246,0.229306,-0.335374,0.447522,0.458001,-0.049547,0.346798,0.359148,-0.355834,0.635793,0.343976,-0.099157,0.367334,0.368083
37,0.154167,0.197817,0.065256,0.229298,-0.335364,0.447538,0.458021,-0.049539,0.346817,0.359153,-0.355834,0.635803,0.343977,-0.099156,0.367359,0.368084
38,0.158333,0.197805,0.065258,0.229293,-0.335353,0.447558,0.458040,-0.049530,0.346834,0.359156,-0.355834,0.635814,0.343983,-0.099150,0.367378,0.368089
39,0.162500,0.197792,0.065260,0.229285,-0.335344,0.447575,0.458054,-0.049520,0.346847,0.359171,-0.355831,0.635826,0.343979,-0.099142,0.367393,0.368093
40,0.166667,0.197780,0.065262,0.229275,-0.335337,0.447596,0.458066,-0.049505,0.346859,0.359188,-0.355827,0.635839,0.343977,-0.099130,0.367410,0.368106
41,0.170833,0.197760,0.065255,0.229271,-0.335319,0.447615,0.458077,-0.049494,0.346869,0.359203,-0.355820,0.635855,0.343981,-0.099112,0.367427,0.368123
42,0.175000,0.197742,0.065250,0.229258,-0.335303,0.447633,0.458088,-0.049478,0.346877,0.359227,-0.355811,0.635865,0.343977,-0.099094,0.367447,0.368141
43,0.179167,0.197726,0.065250,0.229235,-0.335275,0.447659,0.458110,-0.049459,0.346882,0.359251,-0.355810,0.635875,0.343970,-0.099067,0.367462,0.368167
44,0.183333,0.197709,0.065245,0.229213,-0.335250,0.447680,0.458127,-0.049439,0.346890,0.359285,-0.355802,0.635882,0.343972,-0.099040,0.367481,0.368199
45,0.187500,0.197690,0.065231,0.229199,-0.335219,0.447702,0.458143,-0.049418,0.346898,0.359312,-0.355802,0.635900,0.343970,-0.099006,0.367501,0.368235
46,0.191667,0.197672,0.065222,0.229185,-0.335193,0.447728,0.458160,-0.049395,0.346905,0.359347,-0.355796,0.635910,0.343971,-0.098971,0.367521,0.368269
47,0.195833,0.197650,0.065209,0.229177,-0.335167,0.447751,0.458174,-0.049362,0.346920,0.359373,-0.355795,0.635932,0.343966,-0.098933,0.367537,0.368297
48,0.200000,0.197631,0.065191,0.229169,-0.335148,0.447767,0.458179,-0.049327,0.346933,0.359402,-0.355789,0.635947,0.343962,-0.098900,0.367554,0.368327
49,0.204167,0.197606,0.065174,0.229160,-0.335129,0.447785,0.458184,-0.049290,0.346945,0.359429,-0.355787,0.635962,0.343967,-0.098868,0.367571,0.368352
50,0.208333,0.197583,0.065150,0.229154,-0.335115,0.447802,0.458193,-0.049261,0.346959,0.359458,-0.355787,0.635974,0.343960,-0.098835,0.367589,0.368379
51,0.212500,0.197561,0.065133,0.229147,-0.335092,0.447818,0.458208,-0.049229,0.346973,0.359486,-0.355788,0.635988,0.343961,-0.098805,0.367605,0.368412
52,0.216667,0.197538,0.065115,0.229145,-0.335066,0.447835,0.458233,-0.049196,0.346993,0.359515,-0.355791,0.636005,0.343963,-0.098771,0.367624,0.368436
53,0.220833,0.197520,0.065103,0.229141,-0.335037,0.447856,0.458263,-0.049165,0.347012,0.359549,-0.355791,0.636019,0.343963,-0.098739,0.367644,0.368464
54,0.225000,0.197500,0.065091,0.229133,-0.335015,0.447871,0.458277,-0.049133,0.347027,0.359585,-0.355790,0.636035,0.343963,-0.098705,0.367662,0.368495
55,0.229167,0.197479,0.065072,0.229132,-0.334984,0.447891,0.458294,-0.049099,0.347044,0.359623,-0.355794,0.636057,0.343963,-0.098675,0.367687,0.368528
56,0.233333,0.197454,0.065057,0.229125,-0.334965,0.447910,0.458306,-0.049071,0.347062,0.359647,-0.355790,0.636077,0.343963,-0.098644,0.367706,0.368561
57,0.237500,0.197429,0.065044,0.229123,-0.334943,0.447929,0.458317,-0.049052,0.347074,0.359670,-0.355792,0.636099,0.343968,-0.098612,0.367735,0.368594
58,0.241667,0.197409,0.065036,0.229115,-0.334920,0.447956,0.458324,-0.049030,0.347093,0.359693,-0.355789,0.636116,0.343970,-0.098581,0.367757,0.368625
59,0.245833,0.197386,0.065026,0.229109,-0.334897,0.447980,0.458343,-0.049009,0.347104,0.359714,-0.355792,0.636135,0.343974,-0.098554,0.367782,0.368654
60,0.250000,0.197368,0.065027,0.229107,-0.334869,0.448004,0.458363,-0.048986,0.347115,0.359730,-0.355792,0.636153,0.343978,-0.098523,0.367805,0.368684
61,0.254167,0.197345,0.065018,0.229112,-0.334854,0.448030,0.458376,-0.048968,0.347135,0.359749,-0.355795,0.636167,0.343983,-0.098497,0.367831,0.368711
62,0.258333,0.197323,0.065017,0.229117,-0.334835,0.448055,0.458399,-0.048955,0.347152,0.359762,-0.355790,0.636186,0.343993,-0.098467,0.367862,0.368736
63,0.262500,0.197299,0.065008,0.229118,-0.334818,0.448080,0.458417,-0.048939,0.347174,0.359770,-0.355790,0.636204,0.344000,-0.098441,0.367888,0.368757
64,0.266667,0.197273,0.065005,0.229112,-0.334806,0.448102,0.458425,-0.048923,0.347195,0.359780,-0.355790,0.636223,0.344005,-0.098419,0.367914,0.368769
65,0.270833,0.197241,0.065001,0.229101,-0.334805,0.448119,0.458432,-0.048908,0.347218,0.359791,-0.355788,0.636237,0.344019,-0.098402,0.367941,0.368787
66,0.275000,0.197197,0.064991,0.229095,-0.334793,0.448147,0.458452,-0.048897,0.347241,0.359808,-0.355783,0.636251,0.344025,-0.098385,0.367967,0.368800
67,0.279167,0.197161,0.064985,0.229089,-0.334779,0.448168,0.458473,-0.048877,0.347266,0.359821,-0.355783,0.636260,0.344034,-0.098371,0.367992,0.368819
68,0.283333,0.197130,0.064978,0.229087,-0.334773,0.448187,0.458484,-0.048854,0.347294,0.359839,-0.355782,0.636270,0.344042,-0.098350,0.368021,0.368831
69,0.287500,0.197101,0.064976,0.229088,-0.334762,0.448202,0.458506,-0.048838,0.347318,0.359858,-0.355776,0.636280,0.344046,-0.098333,0.368047,0.368854
70,0.291667,0.197076,0.064976,0.229080,-0.334754,0.448218,0.458524,-0.048820,0.347341,0.359883,-0.355776,0.636288,0.344053,-0.098315,0.368078,0.368877
71,0.295833,0.197052,0.064980,0.229070,-0.334749,0.448229,0.458543,-0.048798,0.347371,0.359906,-0.355770,0.636299,0.344061,-0.098294,0.368113,0.368896
72,0.300000,0.197028,0.064978,0.229066,-0.334746,0.448241,0.458554,-0.048783,0.347398,0.359928,-0.355771,0.636307,0.344063,-0.098276,0.368142,0.368922
73,0.304167,0.196998,0.064973,0.229065,-0.334746,0.448254,0.458560,-0.048764,0.347423,0.359946,-0.355767,0.636316,0.344066,-0.098257,0.368169,0.368940
74,0.308333,0.196973,0.064971,0.229062,-0.334746,0.448269,0.458570,-0.048752,0.347440,0.359970,-0.355764,0.636325,0.344072,-0.098243,0.368192,0.368962
75,0.312500,0.196953,0.064979,0.229055,-0.334742,0.448281,0.458579,-0.048746,0.347456,0.359984,-0.355764,0.636335,0.344079,-0.098233,0.368213,0.368984
76,0.316667,0.196941,0.064999,0.229050,-0.334738,0.448297,0.458592,-0.048740,0.347466,0.360000,-0.355763,0.636348,0.344084,-0.098219,0.368235,0.369005
77,0.320833,0.196922,0.065014,0.229051,-0.334736,0.448306,0.458603,-0.048738,0.347477,0.360018,-0.355764,0.636357,0.344088,-0.098210,0.368259,0.369034
78,0.325000,0.196908,0.065031,0.229058,-0.334735,0.448317,0.458619,-0.048738,0.347492,0.360031,-0.355767,0.636371,0.344091,-0.098203,0.368279,0.369062
79,0.329167,0.196894,0.065045,0.229061,-0.334741,0.448326,0.458628,-0.048736,0.347504,0.360049,-0.355767,0.636376,0.344096,-0.098195,0.368303,0.369085
80,0.333333,0.196874,0.065053,0.229063,-0.334742,0.448339,0.458639,-0.048732,0.347524,0.360061,-0.355768,0.636387,0.344109,-0.098196,0.368324,0.369105
81,0.337500,0.196853,0.065066,0.229061,-0.334752,0.448342,0.458645,-0.048732,0.347543,0.360077,-0.355773,0.636396,0.344111,-0.098195,0.368347,0.369120
82,0.341667,0.196835,0.065073,0.229056,-0.334763,0.448356,0.458653,-0.048737,0.347561,0.360102,-0.355775,0.636404,0.344122,-0.098200,0.368367,0.369138
83,0.345833,0.196811,0.065077,0.229058,-0.334774,0.448365,0.458665,-0.048731,0.347583,0.360121,-0.355783,0.636408,0.344128,-0.098202,0.368385,0.369161
84,0.350000,0.196790,0.065083,0.229054,-0.334788,0.448375,0.458673,-0.048728,0.347604,0.360140,-0.355787,0.636413,0.344135,-0.098206,0.368399,0.369184
85,0.354167,0.196761,0.065088,0.229058,-0.334798,0.448388,0.458690,-0.048729,0.347621,0.360160,-0.355793,0.636424,0.344144,-0.098211,0.368414,0.369204
86,0.358333,0.196742,0.065098,0.229055,-0.334810,0.448397,0.458709,-0.048731,0.347634,0.360185,-0.355801,0.636432,0.344153,-0.098217,0.368427,0.369227
87,0.362500,0.196724,0.065109,0.229051,-0.334820,0.448402,0.458722,-0.048733,0.347645,0.360210,-0.355812,0.636442,0.344164,-0.098226,0.368435,0.369243
88,0.366667,0.196710,0.065120,0.229046,-0.334834,0.448408,0.458737,-0.048738,0.347651,0.360231,-0.355824,0.636451,0.344183,-0.098231,0.368441,0.369255
89,0.370833,0.196701,0.065140,0.229048,-0.334854,0.448412,0.458737,-0.048750,0.347654,0.360244,-0.355836,0.636465,0.344198,-0.098238,0.368450,0.369266
90,0.375000,0.196700,0.065167,0.229053,-0.334865,0.448412,0.458745,-0.048759,0.347655,0.360258,-0.355844,0.636476,0.344211,-0.098250,0.368453,0.369283
91,0.379167,0.196698,0.065186,0.229067,-0.334881,0.448413,0.458753,-0.048775,0.347646,0.360269,-0.355866,0.636480,0.344220,-0.098259,0.368457,0.369296
92,0.383333,0.196702,0.065213,0.229077,-0.334889,0.448419,0.458762,-0.048792,0.347641,0.360280,-0.355877,0.636489,0.344233,-0.098270,0.368458,0.369310
93,0.387500,0.196700,0.065228,0.229096,-0.334899,0.448423,0.458771,-0.048815,0.347634,0.360288,-0.355888,0.636492,0.344244,-0.098282,0.368458,0.369329
94,0.391667,0.196699,0.065238,0.229112,-0.334914,0.448428,0.458776,-0.048833,0.347626,0.360296,-0.355904,0.636501,0.344254,-0.098299,0.368457,0.369339
95,0.395833,0.196698,0.065254,0.229127,-0.334939,0.448426,0.458774,-0.048859,0.347618,0.360310,-0.355918,0.636504,0.344267,-0.098318,0.368460,0.369349
96,0.400000,0.196698,0.065262,0.229146,-0.334953,0.448433,0.458777,-0.048880,0.347615,0.360319,-0.355927,0.636507,0.344283,-0.098342,0.368455,0.369357
97,0.404167,0.196693,0.065270,0.229160,-0.334975,0.448437,0.458778,-0.048902,0.347611,0.360329,-0.355939,0.636513,0.344297,-0.098360,0.368451,0.369367
98,0.408333,0.196691,0.065278,0.229172,-0.334999,0.448441,0.458784,-0.048923,0.347605,0.360347,-0.355953,0.636514,0.344308,-0.098383,0.368447,0.369373
99,0.412500,0.196682,0.065286,0.229171,-0.335025,0.448439,0.458784,-0.048945,0.347600,0.360368,-0.355969,0.636511,0.344319,-0.098403,0.368439,0.369385
100,0.416667,0.196676,0.065295,0.229173,-0.335049,0.448433,0.458790,-0.048966,0.347594,0.360387,-0.355976,0.636511,0.344330,-0.098425,0.368428,0.369397
101,0.420833,0.196668,0.065301,0.229173,-0.335068,0.448430,0.458816,-0.048984,0.347588,0.360414,-0.355979,0.636510,0.344336,-0.098446,0.368424,0.369408
102,0.425000,0.196665,0.065316,0.229167,-0.335088,0.448428,0.458826,-0.049005,0.347579,0.360436,-0.355993,0.636504,0.344340,-0.098469,0.368412,0.369424
103,0.429167,0.196661,0.065330,0.229163,-0.335111,0.448422,0.458831,-0.049028,0.347568,0.360457,-0.355997,0.636507,0.344348,-0.098492,0.368399,0.369432
104,0.433333,0.196665,0.065346,0.229161,-0.335126,0.448421,0.458834,-0.049055,0.347555,0.360472,-0.356005,0.636502,0.344363,-0.098512,0.368390,0.369445
105,0.437500,0.196668,0.065368,0.229167,-0.335156,0.448415,0.458824,-0.049071,0.347547,0.360491,-0.356013,0.636508,0.344374,-0.098526,0.368379,0.369455
106,0.441667,0.196671,0.065380,0.229177,-0.335180,0.448408,0.458829,-0.049096,0.347532,0.360506,-0.356018,0.636503,0.344388,-0.098540,0.368368,0.369470
107,0.445833,0.196673,0.065396,0.229193,-0.335212,0.448403,0.458820,-0.049120,0.347518,0.360519,-0.356029,0.636503,0.344405,-0.098560,0.368354,0.369485
108,0.450000,0.196677,0.065409,0.229207,-0.335230,0.448398,0.458820,-0.049138,0.347508,0.360535,-0.356040,0.636497,0.344411,-0.098581,0.368344,0.369499
109,0.454167,0.196677,0.065418,0.229230,-0.335251,0.448385,0.458825,-0.049157,0.347499,0.360542,-0.356051,0.636495,0.344427,-0.098598,0.368336,0.369518
110,0.458333,0.196679,0.065426,0.229247,-0.335266,0.448381,0.458842,-0.049181,0.347487,0.360558,-0.356059,0.636493,0.344448,-0.098626,0.368320,0.369538
111,0.462500,0.196682,0.065439,0.229258,-0.335293,0.448371,0.458843,-0.049201,0.347478,0.360573,-0.356072,0.636491,0.344463,-0.098652,0.368306,0.369551
112,0.466667,0.196685,0.065447,0.229268,-0.335319,0.448365,0.458843,-0.049218,0.347469,0.360584,-0.356086,0.636494,0.344472,-0.098675,0.368290,0.369565
113,0.470833,0.196692,0.065458,0.229273,-0.335348,0.448359,0.458846,-0.049244,0.347455,0.360602,-0.356103,0.636494,0.344504,-0.098703,0.368278,0.369575
114,0.475000,0.196699,0.065473,0.229282,-0.335371,0.448356,0.458852,-0.049257,0.347445,0.360614,-0.356111,0.636500,0.344523,-0.098726,0.368259,0.369588
115,0.479167,0.196710,0.065490,0.229284,-0.335392,0.448348,0.458860,-0.049283,0.347427,0.360636,-0.356129,0.636502,0.344545,-0.098748,0.368240,0.369597
116,0.483333,0.196721,0.065506,0.229291,-0.335415,0.448339,0.458867,-0.049301,0.347412,0.360650,-0.356152,0.636501,0.344570,-0.098777,0.368218,0.369610
117,0.487500,0.196729,0.065525,0.229295,-0.335435,0.448334,0.458883,-0.049323,0.347395,0.360669,-0.356165,0.636498,0.344591,-0.098800,0.368198,0.369624
118,0.491667,0.196740,0.065546,0.229300,-0.335448,0.448330,0.458899,-0.049350,0.347370,0.360688,-0.356180,0.636496,0.344617,-0.098823,0.368174,0.369643
119,0.495833,0.196757,0.065563,0.229312,-0.335469,0.448320,0.458913,-0.049380,0.347343,0.360697,-0.356197,0.636495,0.344626,-0.098855,0.368147,0.369655
120,0.500000,0.196772,0.065583,0.229320,-0.335488,0.448310,0.458917,-0.049407,0.347318,0.360701,-0.356213,0.636496,0.344646,-0.098886,0.368122,0.369666
121,0.504167,0.196790,0.065600,0.229331,-0.335515,0.448303,0.458911,-0.049436,0.347293,0.360697,-0.356224,0.636497,0.344662,-0.098917,0.368104,0.369668
122,0.508333,0.196803,0.065619,0.229343,-0.335542,0.448291,0.458913,-0.049465,0.347272,0.360697,-0.356239,0.636499,0.344669,-0.098949,0.368081,0.369679
123,0.512500,0.196811,0.065628,0.229360,-0.335571,0.448275,0.458914,-0.049486,0.347253,0.360695,-0.356246,0.636499,0.344691,-0.098980,0.368063,0.369685
124,0.516667,0.196819,0.065638,0.229384,-0.335599,0.448261,0.458927,-0.049513,0.347242,0.360697,-0.356263,0.636499,0.344704,-0.099017,0.368041,0.369695
125,0.520833,0.196822,0.065649,0.229404,-0.335624,0.448254,0.458934,-0.049539,0.347229,0.360705,-0.356272,0.636497,0.344714,-0.099054,0.368025,0.369704
126,0.525000,0.196825,0.065661,0.229421,-0.335653,0.448241,0.458949,-0.049564,0.347219,0.360713,-0.356280,0.636499,0.344724,-0.099086,0.368009,0.369713
127,0.529167,0.196830,0.065673,0.229435,-0.335683,0.448232,0.458967,-0.049585,0.347211,0.360719,-0.356289,0.636496,0.344737,-0.099116,0.368004,0.369723
128,0.533333,0.196838,0.065693,0.229446,-0.335707,0.448221,0.458987,-0.049614,0.347200,0.360730,-0.356295,0.636493,0.344750,-0.099151,0.367984,0.369736
129,0.537500,0.196844,0.065712,0.229451,-0.335735,0.448211,0.459006,-0.049641,0.347190,0.360740,-0.356301,0.636500,0.344756,-0.099180,0.367972,0.369745
130,0.541667,0.196850,0.065731,0.229460,-0.335765,0.448199,0.459011,-0.049678,0.347173,0.360757,-0.356304,0.636500,0.344768,-0.099208,0.367958,0.369754
131,0.545833,0.196856,0.065753,0.229466,-0.335790,0.448186,0.459026,-0.049712,0.347159,0.360771,-0.356308,0.636499,0.344781,-0.099233,0.367947,0.369765
132,0.550000,0.196857,0.065773,0.229470,-0.335818,0.448178,0.459031,-0.049749,0.347144,0.360786,-0.356314,0.636503,0.344792,-0.099258,0.367932,0.369771
133,0.554167,0.196858,0.065796,0.229471,-0.335838,0.448175,0.459045,-0.049777,0.347132,0.360800,-0.356321,0.636501,0.344799,-0.099285,0.367920,0.369776
134,0.558333,0.196856,0.065816,0.229478,-0.335867,0.448164,0.459056,-0.049814,0.347121,0.360820,-0.356328,0.636494,0.344807,-0.099311,0.367909,0.369788
135,0.562500,0.196855,0.065835,0.229487,-0.335898,0.448153,0.459063,-0.049845,0.347114,0.360843,-0.356334,0.636497,0.344813,-0.099336,0.367902,0.369795
136,0.566667,0.196852,0.065856,0.229494,-0.335935,0.448142,0.459064,-0.049875,0.347105,0.360857,-0.356335,0.636495,0.344827,-0.099359,0.367893,0.369803
137,0.570833,0.196846,0.065876,0.229507,-0.335968,0.448125,0.459068,-0.049902,0.347095,0.360872,-0.356343,0.636498,0.344838,-0.099383,0.367889,0.369817
138,0.575000,0.196846,0.065892,0.229524,-0.336001,0.448109,0.459068,-0.049929,0.347091,0.360894,-0.356343,0.636497,0.344852,-0.099402,0.367890,0.369833
139,0.579167,0.196839,0.065912,0.229540,-0.336037,0.448093,0.459069,-0.049953,0.347092,0.360916,-0.356349,0.636492,0.344862,-0.099432,0.367885,0.369848
140,0.583333,0.196835,0.065928,0.229552,-0.336076,0.448073,0.459065,-0.049973,0.347093,0.360930,-0.356354,0.636490,0.344869,-0.099461,0.367878,0.369868
141,0.587500,0.196828,0.065941,0.229575,-0.336112,0.448057,0.459069,-0.049996,0.347090,0.360955,-0.356363,0.636479,0.344875,-0.099489,0.367871,0.369891
142,0.591667,0.196823,0.065955,0.229590,-0.336143,0.448037,0.459082,-0.050021,0.347088,0.360975,-0.356371,0.636468,0.344878,-0.099522,0.367857,0.369919
143,0.595833,0.196821,0.065973,0.229611,-0.336174,0.448021,0.459094,-0.050045,0.347078,0.360998,-0.356385,0.636452,0.344887,-0.099549,0.367850,0.369939
